question_no,subject_no,subject_name,question_type,question_text,correct_choice_no,has_media,media_paths,explanation,source_type
79,4,프로그래밍 언어 활용,MULTIPLE_CHOICE,"a[0]의 주소값이 10일 경우 다음 C언어 프로그램이 실행되었을 때의 결과는? (단, int 형의 크기는 4Byte로 가정한다.) [이미지 자료 참조]",3,True,media/q079_media_1.gif,"배열은 자료형이 같은 변수를 메모리에 연속으로 할당합니다. int형인 배열 요소 14, 22, 30, 38은 제시된 문제에 따라 메모리 10번지부터 시작하여 4바이트 간격으로 각각 10, 14, 18, 22번지의 주소값을 할당 받습니다.. %u <--- 부호 없는 10진수로 출력하는 변환 문자입니다.. printf(""%u, "", &a[2]); <--- &a[2]는 &a + 2 또는 10 + (2 * sizeof(int)) 이며 18입니다..18번지부터 21번지까지의 총 4바이트 저장 공간인 주소 값을 뜻합니다.. printf(""%u"", a); <--- 배열명은 첫 번째 배열 요소(a[0])의 주소값 입니다.. “%u, ""에는 쉼표와 띄어쓰기가 있으므로 실행 결과는 18, 10 입니다.. [해설작성자 : COOKIE]",USER_IMPORTED_HWP
80,4,프로그래밍 언어 활용,MULTIPLE_CHOICE,모듈화(Modularity)와 관련한 설명으로 틀린 것은?,2,False,,"응집도 : 하나의 모듈이 하나의 기능을 수행하는 요소들간의 연관성 척도, 독립적인 모듈이 되기 위해서는 응집도가 강해야 한다.(결합도는 약해야 한다.) [해설작성자 : 수도공고갤러리 갤주] 결합도: 모듈과 모듈 사이의 상호의존 또는 연관 정도를 의미한다. 응집도: 모듈이 독립적인 기능으로 정의되어 있는 정도를 의미한다. [해설작성자 : 칼방이] 氠瑢 5과목 : 정보시스템 구축관리",USER_IMPORTED_HWP
81,5,정보시스템 구축관리,MULTIPLE_CHOICE,소프트웨어 개발에서 정보보안 3요소에 해당 하지 않는 설명은?,4,False,,"정보보안 3요소 : 무결성,기밀성,가용성 (무기가) [해설작성자 : comcbt.com 이용자]",USER_IMPORTED_HWP
82,5,정보시스템 구축관리,MULTIPLE_CHOICE,"어떤 외부 컴퓨터가 접속되면 접속 인가 여부를 점검해서 인가된 경우에는 접속이 허용되고, 그 반대의 경우에는 거부할 수 있는 접근제어 유틸리티는?",1,False,,"tcp/ip 통신에서, tcp는 3-way handshake 를 통해 통신이 원활히 이뤄질 수 있는지를 확인합니다. [해설작성자 : 김구름] tcp wrapper는 tcp 3-way handshake 인증 과정 직후에 수행됩니다. [해설작성자 : 얼뽀]",USER_IMPORTED_HWP
83,5,정보시스템 구축관리,MULTIPLE_CHOICE,기기를 키오스크에 갖다 대면 원하는 데이터를 바로 가져올 수 있는 기술로 10㎝ 이내 근접 거리에서 기가급 속도로 데이터 전송이 가능한 초고속 근접무선통신(NFC : Near Field Communication) 기술은?,2,False,,"근거리로 가까이 가면 지이이이잉 하고 소리가 난다고 외우세요. [해설작성자 : 연상암기황제] 1번 BcN은 음성·데이터·유무선 등 통신·방송·인터넷이 융합된 품질 보장형 광대역 멀티미디어 서비스를 공간에 제한없이 실시간으로 이용할 수 있는 차세대 네트워크 환경이다. 3번 Marine Navi는 소형 선박에 설치된 GPS 기반 선박자동 식별장치(AIS: Automatic Identification System)를 기본으로 주변 선박의 이동 속도와 위치를 파악한다. 4번 엘티이(LTE), 5G와 같은 셀룰러 이동통신망을 통해 차량이 다른 차량이나 교통 인프라, 보행자, 네트워크 등과 정보를 서로 주고받는 차량 통신 기술. [해설작성자 : 곰팡이친구먼지]",USER_IMPORTED_HWP
84,5,정보시스템 구축관리,MULTIPLE_CHOICE,취약점 관리를 위한 응용 프로그램의 보안 설정과 가장 거리가 먼 것은?,1,False,,"응용프로그램 취약점 관리 - 패치 관리 : 응용프로그램에 대한 패치 또는 서비스 팩 적용 - 응용프로그램 실행권한의 제한 필요 - 운영체제의 접근 제한 - 정보 수집 제한 - 불필요한 서비스 및 악성 프로그램의 확인 및 제거 - 시스템 무결성 검사 : 주요 파일을 검사하여 변경 내역 확인 [해설작성자 : 한비로] 취약점 분석 환경 및 시설: 도난, 정전-오작동, 천재지변 하드웨어: 고장-오작동, 데이터 유실 소프트웨어: 소프트웨어 장애, 정보유출, 데이터 소실 [해설작성자 : 카피바라팬]",USER_IMPORTED_HWP
85,5,정보시스템 구축관리,MULTIPLE_CHOICE,소프트웨어 개발 프레임워크와 관련한 설명으로 가장 적절하지 않은 것은?,2,False,,사용자 코드에서 호출해서 사용하고 그에 대한 제어를 할 수 있는 것은 라이브러리이다..프레임워크는 이미 정해진 코드를 호출해 사용하고 자체적인 흐름을 가지고 있음. [해설작성자 : 몰?루],USER_IMPORTED_HWP
86,5,정보시스템 구축관리,MULTIPLE_CHOICE,클라우드 기반 HSM(Cloud-based Hardware Security Module)에 대한 설명으로 틀린 것은?,4,False,,하드웨어적으로 구현되므로 소프트웨어식 암호 기술에 내재된 보안 취약점을 해결할 수 있다. [해설작성자 : 코봉이],USER_IMPORTED_HWP
87,5,정보시스템 구축관리,MULTIPLE_CHOICE,다음 내용이 설명하는 기술로 가장 적절한 것은? [이미지 자료 참조],3,True,media/q087_media_1.gif,그물 = mesh [해설작성자 : 산익],USER_IMPORTED_HWP
88,5,정보시스템 구축관리,MULTIPLE_CHOICE,물리적 위협으로 인한 문제에 해당하지 않는 것은?,4,False,,"방화벽 설정의 잘못된 조작으로 인한 네트워크, 서버 보안 위협 - 기술적 [해설작성자 : 너굴맨]",USER_IMPORTED_HWP
89,5,정보시스템 구축관리,MULTIPLE_CHOICE,악성코드의 유형 중 다른 컴퓨터의 취약점을 이용하여 스스로 전파하거나 메일로 전파되며 스스로를 증식하는 것은?,1,False,,"2. Rogue Ware(Rogue security software; 가짜 백신 소프트웨어) : 사용자가 컴퓨터에 바이러스가 있다고 잘못 믿게 하고 컴퓨터에 실제로 악성 프로그램을 설치토록 하거나, 가짜 악성 프로그램 제거 도구에 대한 비용을 지불하도록 설득함. 공포심을 통해 사용자를 조종 3.Adware : 특정 소프트웨어를 실행할 때 또는 자동으로 활성화되는 광고프로그램으로 이 자체는 악성코드로 보기는 힘들지만, 무분별한 광고 팝업을 뜨게 하는 등의 악용 위험성으로 악성코드로 분류되기도 함. 4. Reflection Attack(반사공격) : 송신자가 생성한 메시지를 가로챈 공격자가 그 메시지를 다시 송신자에게 재전송하여 접근 권한을 얻는 형태의 공격 방법. ---(4번 상세 설명) 사전에 암호 키를 공유한 송신자와 수신자는 상대방 식별을 위하여 각각 난수값을 생성하여 전송하고 이에 대한 암호값을 요청한 후 수신된 암호값을 복호화하여 그 결과 값이 자신이 송신하였던 난수값과 일치하는지 여부를 확인하여 상대방을 인증한다..이때 공격자는 송신자가 보낸 난수값에 대한 암호값을 알기 위해 송신자가 보낸 난수값을 송신자에게 재전송하고, 이를 수신자의 난수값으로 인식한 송신자는 이에 대한 암호값을 공격자에게 전송하게 된다..공격자는 이 암호값을 다시 송신자에게 전송함으로써 자신을 인증시키고, 그 결과 접근 권한을 획득 [해설작성자 : 설명덕보기]",USER_IMPORTED_HWP
90,5,정보시스템 구축관리,MULTIPLE_CHOICE,다음 설명에 해당하는 공격기법은? [이미지 자료 참조],1,True,media/q090_media_1.gif,"ICMP가 패킷을 많이 쏘니 핑 하고 죽어삣네. 핑 오브 데스 [해설작성자 : 연상암기황제] 2. Session Hijacking(세션 가로채기) : 컴퓨터 시스템의 정보나 서비스에 무단으로 접근하기 위해 유효한 컴퓨터 세션(세션 키라고도 함)을 이용하는 것 일반적인 예로 두 컴퓨터 간에 활성화된 상태(즉, 로그인된 상태)에서 공격자가 피공격자의 로그인 정보를 활용하여 자신에게 필요한 행위를 하는 것을 뜻한다.. 3.Piggyback Attack(피그백 공격) : 공격자가 다른 사용자의 연결에서 계정을 사용하지 않는 비활성 기간(비활성 간격)을 이용하여 시스템에 액세스(접근)한다..이는 간선(회선 간) 공격이라고도 불린다. -> 쉽게 설명하자면, 시스템에 대한 합법적인 권한을 가진 사용자가 시스템에 접근할 때, 활성화된 기간(직접 로그인 인증을 받아야 하는 상황)에는 접근 권한이 없는 공격자가 비활성화된 기간(합법적 사용자가 시스템에 접근 인증을 받은 상황)에 마치 사용자와 관련있는 사람인 듯이 태그를 붙여 몰래 뒤따라 들어가는 것이라 할 수 있다. [해설작성자 : 설명덕보기] XSS (크로스 사이트 스크립팅) : 웹사이트에 악성 스크립트를 주입하는 행위. 공격자가 상대방의 브라우저에 스크립트가 실행되도록 해 사용자의 세션을 가로채거나, 웹사이트를 변조하거나, 악의적 콘텐츠를 삽입하거나, 피싱 공격을 진행하는 것. [해설작성자 : 소곰]",USER_IMPORTED_HWP
91,5,정보시스템 구축관리,MULTIPLE_CHOICE,다음 설명에 해당하는 소프트웨어는? [이미지 자료 참조],2,True,media/q091_media_1.gif,"프레임워크는 뼈대 골조를 의미하고 특정 기능을 수행하기 위한 ""클래스""나 ""인터페이스""를 모아둔 집합체 [해설작성자 : 산익]",USER_IMPORTED_HWP
92,5,정보시스템 구축관리,MULTIPLE_CHOICE,소프트웨어 개발 방법론 중 애자일(Agile) 방법론의 특징과 가장 거리가 먼 것은?,1,False,,1번은 폭포수 모형의 특징 [해설작성자 : 코봉이],USER_IMPORTED_HWP
93,5,정보시스템 구축관리,MULTIPLE_CHOICE,대칭 암호 알고리즘과 비대칭 암호 알고리즘에 대한 설명으로 틀린 것은?,2,False,,대칭 암호화 알고리즘은 키 교환이 필요하기 때문에 키를 교환하는 중 키가 탈취될 수 있다는 문제가 있다. 공개 암호화 방식에 비해 속도가 빠르다. [해설작성자 : 코봉이] 대칭 암호 알고리즘은 비밀키(Private Key)를 공유해야 하므로 키 교환이 필요함 [해설작성자 : 공부하자],USER_IMPORTED_HWP
94,5,정보시스템 구축관리,MULTIPLE_CHOICE,"두 명의 개발자가 5개월에 걸쳐 10000 라인의 코드를 개발하였을 때, 월별(man-month) 생산성 측정을 위한 계산 방식으로 가장 적합한 것은?",2,False,,생산성 = LOC/노력(인월) 10000/(5X2) [해설작성자 : comcbt.com 이용자] [비용 산정 계산법임] 노력 측정 = 개발기간 X 투입인원 개발비용 측정 = 개발기간 X 투입인원 x 단위비용 개발기간 측정 = 예측된 LOC(라인) / (투입인원 X 1인당 월평균 LOC) 생산성 측정 = 개발된 LOC / (투입인원 X 개발기간) [해설작성자 : 우지],USER_IMPORTED_HWP
95,5,정보시스템 구축관리,MULTIPLE_CHOICE,"접근 통제 방법 중 조직 내에서 직무, 직책 등 개인의 역할에 따라 결정하여 부여하는 접근 정책은?",1,False,,(Role Based Access Control) 역할 기반 접근통제 권한이 있는 사용자들만 접근할 수 있는 보안 방법 [해설작성자 : 우리스카이] DAC 임의접근통제 사용자또는 신분 MAC 강제접근통제. 미리 정해진 정책과 보안 등급 [해설작성자 : 산익] MAC (Mandatory Access Control) - 강제 접근 통제 - 미리 정해진 자원의 보안 레벨과 사용자에게 허락된 접근 권한 비교 DAC (Discretionary Access Control) - 임의적 접근통제 - 자원에 대한 접근을 사용자나 그룹의 신분에 따라 제한 - 자원의 소유권을 가진 사람이 다른 사람의 접근을 허용하거나 제한할 수 있음 RBAC (Role Based Access Control) - 사용자 역할에 따른 접근 통제 - 개별적인 신분이 아니라 조직 내 그룹 / 역할에 따라 부여 [해설작성자 : LBS],USER_IMPORTED_HWP
96,5,정보시스템 구축관리,MULTIPLE_CHOICE,COCOMO(Constructive Cost Model) 모형의 특징이 아닌 것은?,4,False,,"개발유형에 따라 조직형(Organic), 반분리형(Semi-Detached), 내장형(Embedded)으로 구분한다. [해설작성자 : 코봉이] <cocomo 모델> 보엠이 고안한 소프트웨어 개발비용 산정 방법. man-month = 투입 노력 개발 유형에 따른 3종류 - organic, semidetached, embedded (기본, 중간, 내장형 모드) [해설작성자 : 합격하자] 개발 유형에 따른 3종류 - organic, semidetached, embedded (기본, 중간, 내장형 모드) -> (조직형,반분리형,내장형) [해설작성자 : 김인직] COCOMO 모형 - 원시 프로그램 규모(LOC)에 의한 비용 산정 기법 - 보헴(Boehm)이 제안 - 비교적 작은 규모의 프로젝트들을 통계 분석한 결과를 반영한 모델 -> 중소 규모 소프트웨어 프로젝트 비용 추정에 적합 - 비용 산정 결과는 Man-Month로 표현 소프트웨어 개발유형에 따른 분류 조직형(Organic) - 5만 라인 이하 - 사무 처리용, 업무용, 과학용 소프트웨어 개발에 적합 반분리형(Semi-Detached) - 30만 라인 이하 - 컴파일러, 인터프리터 개발에 적합 내장형(Embedded) - 30만 라인 이상 - 미사일 유도 시스템, 실시간 처리 시스템 개발에 적합 [해설작성자 : LBS] 1~3은 COCOMO, 4는 럼바우(Rumbaugh) => 객체, 동적, 기능(object, dynamic, function) [해설작성자 : 내일시험]",USER_IMPORTED_HWP
97,5,정보시스템 구축관리,MULTIPLE_CHOICE,각 사용자 인증의 유형에 대한 설명으로 가장 적절하지 않은 것은?,3,False,,"1. 지식 - 본인이 알고 있는 것 (ex. 패스워드, PIN 등) 2. 소유 - 본인이 가지고 있는 것 (ex. 토큰, 스마트카드 등) 3. 존재 - 본인을 나타내는 것 (ex. 홍채, 지문 등) 4. 행위 - 본인이 하는 것 (ex. 서명, 움직임, 음성 등) [해설작성자 : 지나가는 행인] '존재'라는 사용자 인증 유형은 없습니다. 1. 지식: 사용자 기반 인증 수행 ex) 패스워드, i-PIN 2. 소유: 사용자가 소유하고 있는 것을 기반으로 인증 수행 ex) 신분증, 메모리 카드, 스마트 카드, OTP 3. 생체: 사용자의 고유한 생체 정보를 기반으로 인증 수행 ex) 지문, 홍채, 얼굴, 음성, 정맥 4. 행위: 사용자의 행동정보를 기반으로 인증 수행 ex) 서명, 동작, 음성 5. 위치: 인증을 시도하는 위치의 적절성 ex) 콜백, GPS or IP 이용 [해설작성자 : 한기대 정처기 레츠고]",USER_IMPORTED_HWP
98,5,정보시스템 구축관리,MULTIPLE_CHOICE,시스템의 사용자가 로그인하여 명령을 내리는 과정에 대한 시스템의 동작 중 다음 설명에 해당하는 것은? [이미지 자료 참조],4,True,media/q098_media_1.gif,3번은 권한부여입니다. [해설작성자 : 김구름] 자신의 신원을 시스템에 증명하는 과정을 인증(Authentication)이라고 합니다. 추가적으로 3번 보기는 인가(Authorization)를 의미하며 보기 4번인 인증하고 용어가 유사하니 혼돈하지 않을 정도로 숙지 하시면 됩니다. [해설작성자 : 24년 정처기 공부],USER_IMPORTED_HWP
99,5,정보시스템 구축관리,MULTIPLE_CHOICE,다음에서 설명하는 IT 기술은? [이미지 자료 참조],1,True,media/q099_media_1.gif,"NFS(Network File System) : 네트워크상에서 공유되는 파일시스템. 다른 원격 호스트의 파일 시스템을 로컬 디스크에 접근하듯 간단하게 접근하여 자신의 디렉토리처럼 사용할 수 있다 Network Mapper : 네트워크 보안을 위한 유틸리티. 네트워크의 보안을 위해 물리적 연결과 어떤 서버와 운영 체제가 작동 중인지 따위를 조사하는 응용 프로그램 AOE Network(Activity On Edge Network) : 어떤 프로젝트를 마치기까지 수행되는 작업의 각 단계(상태)를 그래프의 정점(Vertex)으로 표현하고, 작업 하나가 완료되어 다음 단계로 넘어가는 시간을 그래프의 간선(Edge)으로 나타낸 방향 그래프 [해설작성자 : 한국공학대학교]",USER_IMPORTED_HWP
100,5,정보시스템 구축관리,MULTIPLE_CHOICE,프로젝트 일정 관리 시 사용하는 PERT 차트에 대한 설명에 해당하는 것은?,4,False,,"1. 막대 도표가 아니라 네트워크 도표를 작성한다. ※ 1,2,3은 GANTT 차트에 대한 설명이다.. [해설작성자 : 익명] PERT : Program Evaluation & Review Technique [해설작성자 : comcbt.com 이용자]",USER_IMPORTED_HWP
